address,building_name,price_10k,latitude,longitude
서울특별시 도봉구 창동 30,신동아5,117000,37.6464611137803,127.051742474665
서울특별시 중랑구 상봉동 484,명인빌,59000,37.6037624381976,127.090715883139
서울특별시 서대문구 남가좌동 388,벨라지움,54500,37.5793624340491,126.920840268509
서울특별시 강동구 명일동 359,세림,82000,37.5524804591506,127.145208524251
서울특별시 영등포구 영등포동 647,이대역마에스트로,12800,37.5115335007354,126.90238989779
서울특별시 중구 신당동 842,(6-24),18077,37.5547365066187,127.014263668771
서울특별시 강서구 방화동 482-2,엘지하이츠(505-12),23000,37.5750451034394,126.810787142839
서울특별시 성북구 석관동 10,라곰211,34300,37.6123138667374,127.06893164021
서울특별시 송파구 문정동 639-5,우물골2단지두산위브(223~244동)BL2-7,110000,37.4852529035785,127.114808606468
서울특별시 영등포구 문래동6가 45,뚝섬리버빌,22000,37.5204421670597,126.882860836863
서울특별시 도봉구 쌍문동 137-1,보람하이츠,29700,37.6522967154012,127.033145697749
서울특별시 중랑구 면목동 193-1,가본빌라,17000,37.5875052368198,127.075465206913
서울특별시 노원구 상계동 765,상암 한화 오벨리스크,10000,37.647888818238,127.060796984294
서울특별시 양천구 목동 200,동방빌라,33200,37.541299390644,126.875505927686
